Y,X1,X2,X3
87563566,593,731,202
131887648,298,556,796
163674420,967,930,182
3375996,268,57,221
28593048,132,782,277
379008182,787,574,839
188684972,646,673,434
126628920,570,726,306
191900709,833,537,429
44731605,915,83,589
314113800,523,924,650
92556072,126,908,809
4442220,414,145,74
443924550,729,950,641
61133632,736,698,119
32609400,834,170,230
54966240,266,738,280
239089500,268,915,975
644312738,883,919,794
154656390,249,934,665
84914150,566,353,425
208050,10,73,285
13782600,930,76,195
178440048,626,296,963
4334994,138,111,283
15067990,343,230,191
137456914,734,217,863
292487352,718,498,818
215673192,587,378,972
137933430,883,254,615
25164216,306,89,924
347037600,454,910,840
18412056,711,156,166
81044950,850,257,371
12959856,344,182,207
43898866,913,58,829
191987712,512,432,868
585945000,898,870,750
839664,48,147,119
196042080,534,520,706
396467232,947,784,534
38875382,851,251,182
493552611,829,797,747
225036,19,18,658
23060212,602,358,107
53431800,545,228,430
38060064,899,784,54
9455754,211,679,66
467462646,859,617,882
99775260,780,549,233
48730704,102,979,488
19778400,201,205,480
23810388,163,188,777
542053980,676,865,927
130960800,430,846,360
111328,497,1,224
110085360,851,280,462
123671028,428,403,717
8981700,42,650,329
7439982,349,51,418
10236200,104,127,775
160945302,439,903,406
195921600,980,680,294
258758416,551,599,784
76190760,790,141,684
8499480,47,264,685
218837640,723,940,322
10345170,470,759,29
15388800,96,458,350
91048860,217,518,810
33017400,260,498,255
60405534,617,666,147
28110600,345,582,140
203732592,294,893,776
90158952,114,871,908
6719300,331,203,100
88860940,574,565,274
1966272,96,38,539
105000246,401,373,702
149071730,755,538,367
383700156,948,863,469
54293616,936,299,194
24211264,136,952,187
59820915,245,453,539
138989088,938,343,432
63138560,320,922,214
79160112,837,184,514
37874844,421,119,756
475080,2,321,740
191631048,516,647,574
13288365,347,555,69
53859627,321,927,181
48268152,123,664,591
101282804,452,269,833
8131968,351,64,362
312478712,988,574,551
75545064,343,252,874
717872400,934,854,900
19706400,150,816,161
91225728,939,704,138
309811536,467,813,816
108621000,298,540,675
221042250,715,675,458
10898580,70,674,231
6390657,357,351,51
3999960,542,36,205
176755800,731,248,975
75097620,335,468,479
55061736,771,113,632
6278580,302,693,30
577395000,945,1000,611
40521546,351,542,213
61070152,211,299,968
20401000,887,46,500
19936224,264,348,217
211359540,469,555,812
420793380,868,729,665
19132125,313,375,163
73097910,745,621,158
3733214,106,41,859
24564680,604,830,49
158365844,343,676,683
39764976,276,181,796
23766336,968,341,72
5667660,148,333,115
42796512,171,528,474
56730,1,930,61
100453834,299,346,971
30567856,58,583,904
359093805,991,833,435
104771232,487,288,747
161340300,774,758,275
121952837,509,263,911
302472432,787,471,816
183106560,832,262,840
299396320,388,808,955
203252000,854,560,425
123112640,901,280,488
51390060,570,122,739
139812480,465,348,864
86923125,405,505,425
53389440,897,124,480
246589920,718,432,795
671704404,742,961,942
556352040,930,694,862
76680444,772,879,113
98172960,680,318,454
197654226,437,979,462
199920,120,34,49
254260204,643,946,418
655330,355,2,923
278500936,646,692,623
178668000,504,709,500
9994266,51,513,382
3788280,90,68,619
153966540,326,865,546
12177603,661,69,267
13457760,276,106,460
174656664,342,854,598
340416,64,27,197
187053480,855,943,232
31103534,242,427,301
10378500,425,220,111
4638144,34,168,812
24756165,135,469,391
93442440,430,796,273
19345872,26,903,824
31597020,630,643,78
58816540,955,173,356
78620480,608,193,670
89760450,325,382,723
11027250,390,195,145
29982480,164,831,220
11121924,436,773,33
58845204,474,209,594
321852464,848,773,491
164052,98,27,62
7074144,693,22,464
130930614,339,499,774
81096600,555,281,520
129449456,214,911,664
13851088,904,326,47
60516260,799,140,541
107494128,918,238,492
5892354,507,298,39
40401858,94,679,633
131161275,675,399,487
6417840,748,330,26
116646264,856,189,721
92969632,764,742,164
5437152,27,217,928
107172135,315,857,397
65967696,376,243,722
346998560,661,772,680
65280000,750,160,544
207706752,333,886,704
143371675,677,985,215
4746720,248,165,116
664746216,881,894,844
7464800,620,70,172
359550984,926,393,988
16357071,37,447,989
56727424,146,416,934
1287104,104,26,476
209407968,608,497,693
35588868,434,346,237
165154528,691,308,776
19296000,134,500,288
21310800,56,430,885
215269782,689,903,346
9939033,51,789,247
330153600,680,595,816
44915520,60,976,767
14135310,27,554,945
284813060,574,841,590
66003456,886,291,256
436021760,905,512,941
64711146,134,867,557
40093096,491,472,173
4204200,520,77,105
235767168,692,936,364
6171484,242,41,622
123724800,537,288,800
4158264,88,829,57
210397538,614,613,559
43792920,120,369,989
137510560,869,989,160
185825878,581,391,818
184140000,620,540,550
175701555,405,463,937
101752000,644,395,400
3226500,125,54,478
67137840,528,147,865
183444668,407,562,802
213283968,228,943,992
49944720,147,496,685
6264000,174,60,600
40594862,314,511,253
117898560,260,536,846
87081120,530,168,978
27455736,332,462,179
44572096,577,272,284
103611375,669,175,885
64776520,218,358,830
37501065,141,595,447
138015360,489,288,980
284859344,986,308,938
345682080,720,918,523
29172000,500,312,187
152968200,700,363,602
178239800,316,778,725
8398760,817,257,40
32924232,108,682,447
100119040,755,256,518
50465660,581,430,202
2469528,888,927,3
67516192,556,344,353
116910270,537,354,615
261338400,872,300,999
304069480,590,583,884
34512888,948,109,334
104790532,794,857,154
30624000,500,319,192
542161620,935,826,702
345502248,602,849,676
11225390,262,209,205
7703280,823,18,520
54436848,796,82,834
676678016,896,773,977
2640132,198,113,118
291574998,671,619,702
8253700,910,907,10
385835908,607,734,866
11478775,445,385,67
52589511,577,247,369
160767360,565,624,456
28537980,916,93,335
33139584,129,446,576
86475441,893,191,507
24129392,322,152,493
18311200,50,376,974
17309380,220,779,101
5503410,218,55,459
5192460,317,105,156
652406040,870,874,858
192211200,705,768,355
137957944,193,898,796
432532020,895,782,618
52258108,98,929,574
337760808,924,947,386
65559375,81,925,875
6439680,13,576,860
570782135,781,785,931
39946094,361,122,907
6912100,20,409,845
164753600,253,800,814
104519940,511,210,974
16207560,698,129,180
2854980,270,622,17
17810832,782,26,876
370349496,753,891,552
175742892,774,923,246
342239040,880,554,702
125143290,510,789,311
30309306,422,89,807
165139200,705,610,384
130634432,752,548,317
11232812,298,802,47
251720190,865,306,951
118007799,533,811,273
4225824,603,438,16
564612216,938,974,618
307159320,723,760,559
6906240,240,66,436
568709302,998,641,889
32467500,225,481,300
36518040,884,918,45
433548192,672,979,659
135268980,253,665,804
68526864,124,774,714
20347470,510,117,341
289106520,795,524,694
30795282,951,126,257
73671774,631,957,122
742215240,884,982,855
62056470,285,721,302
1439064,711,11,184
99935316,442,474,477
82539990,711,611,190
269476638,789,878,389
23385600,360,203,320
150385329,783,219,877
170719380,879,234,830
104186390,503,538,385
117491444,362,478,679
63197184,556,592,192
254848,724,11,32
28268352,54,798,656
123511608,454,687,396
288100,67,50,86
37400370,939,569,70
67931160,88,795,971
31368060,459,402,170
417596179,539,793,977
318490920,561,570,996
379248328,626,622,974
125644365,187,711,945
7391475,63,247,475
150800650,385,598,655
61987366,917,73,926
67399200,176,575,666
10882440,114,172,555
74121672,362,678,302
222525954,679,578,567
7743828,366,149,142
407632128,982,564,736
19444688,248,398,197
18111500,890,22,925
39805272,598,86,774
375333885,747,817,615
323686400,928,400,872
243469440,983,774,320
7256612,116,121,517
421190328,626,988,681
185331000,750,652,379
15282304,232,179,368
177666048,612,432,672
167625100,653,425,604
7117600,868,50,164
175322400,687,580,440
175207536,434,567,712
187825530,355,654,809
325066500,825,396,995
21627774,306,439,161
24102804,391,132,467
302762656,688,731,602
4805892,27,978,182
198552792,346,582,986
19288500,350,110,501
92626710,561,869,190
217783412,866,497,506
2551927,167,259,59
2189808,6,666,548
437857695,935,853,549
69400576,329,412,512
597866724,762,819,958
17261040,177,106,920
1518750,150,675,15
528735438,597,891,994
78035100,255,535,572
132020000,1000,287,460
3082396,706,59,74
384948000,867,444,1000
146317536,851,216,796
191205980,530,706,511
11051460,180,343,179
176151052,418,434,971
8792784,793,504,22
440734346,923,542,881
60167250,510,363,325
498581955,815,673,909
55440000,252,880,250
26574464,49,892,608
35483526,342,347,299
21608640,369,122,480
35525952,336,801,132
121638267,369,421,783
298494196,572,587,889
77704832,712,304,359
631045350,877,738,975
588480585,697,935,903
132921880,371,845,424
93636270,273,370,927
5865132,786,82,91
26150880,43,840,724
105390131,779,251,539
515039,23,49,457
55124200,680,155,523
116686512,909,452,284
12665136,68,498,374
228879116,773,937,316
174252496,418,428,974
264692720,697,752,505
7956275,685,101,115
287066,13,61,362
6860048,559,118,104
388229712,624,919,677
169974000,798,600,355
14023152,681,132,156
18706350,905,106,195
8658052,806,131,82
55200717,783,493,143
1728810,38,337,135
212320080,412,630,818
46236123,813,213,267
294173100,765,580,663
53985960,772,333,210
238787514,354,747,903
77910840,252,430,719
49047669,561,579,151
2257668,357,62,102
288298176,916,498,632
2040752,548,19,196
30183840,274,270,408
169600620,543,644,485
55129896,729,138,548
10574850,34,325,957
69185610,195,857,414
4994850,938,25,213
19768320,594,52,640
50863680,522,336,290
160994790,951,891,190
36068408,424,257,331
33324976,661,184,274
11563020,92,133,945
513249456,881,687,848
84122280,292,291,990
292025664,536,644,846
49455,3,785,21
4424112,114,616,63
68926140,942,90,813
9932384,616,29,556
52551777,193,281,969
15696720,80,559,351
55349875,595,305,305
131055750,471,795,350
15484980,805,21,916
202768200,360,635,887
30060540,685,636,69
47803858,991,271,178
148354416,414,948,378
93630292,868,401,269
5676288,389,912,16
1195680,47,265,96
351701185,739,935,509
48611070,387,318,395
54243296,158,499,688
28155404,667,244,173
29533680,226,396,330
6073375,875,631,11
26426400,110,390,616
152365983,983,427,363
42451512,996,422,101
610500,275,10,222
490880,16,59,520
46160460,145,333,956
179179560,411,865,504
47491200,970,306,160
115486236,986,162,723
251542208,788,568,562
554288000,980,707,800
272720640,474,640,899
95919296,284,836,404
691495238,721,961,998
677160,513,165,8
62657500,142,706,625
237051795,915,577,449
11168080,518,56,385
447193596,597,934,802
64933176,123,616,857
285762960,944,651,465
3612600,12,669,450
211207680,360,712,824
156883643,511,427,719
2415798,581,189,22
8809920,912,483,20
377665275,509,761,975
187187840,889,560,376
14022008,286,238,206
2373840,314,24,315
13318344,93,204,702
84465108,798,598,177
41129960,335,412,298
154738080,441,516,680
75326700,977,257,300
355520184,901,401,984
86805108,557,351,444
9390519,179,603,87
29613870,65,858,531
59695011,509,157,747
2996865,843,5,711
12502336,154,472,172
15318468,909,383,44
168883440,355,748,636
25141500,111,300,755
166571100,612,955,285
69635150,298,325,719
37962,703,9,6
17591145,165,139,767
536061240,858,780,801
284350675,931,475,643
14538600,40,369,985
53888436,238,599,378
252575802,849,358,831
171707580,990,411,422
11161425,415,33,815
23658458,646,691,53
370012690,895,842,491
12060060,298,213,190
78085800,639,470,260
38197980,657,153,380
31516800,600,938,56
216531900,597,468,775
16260464,814,227,88
120595392,288,541,774
120522978,233,618,837
240976971,367,747,879
212523472,658,376,859
409188780,546,990,757
38614125,55,759,925
340264800,540,708,890
8535275,95,151,595
57963312,851,132,516
11830395,647,69,265
1068042,629,6,283
39008000,800,460,106
474079,17,353,79
2438125,47,125,415
612873576,892,798,861
104383200,736,155,915
330317795,491,785,857
30772872,78,843,468
201128726,394,809,631
178368300,838,387,550
33970842,219,206,753
1032856,242,22,194
149964516,471,942,338
108897048,417,837,312
59632830,811,855,86
157634256,372,754,562
334360470,745,786,571
19504870,347,70,803
19044080,152,335,374
8629344,76,664,171
181830285,361,819,615
7323300,158,75,618
28264654,46,673,913
7844616,51,221,696
373688928,717,732,712
218086080,367,619,960
165552444,501,402,822
10958880,60,289,632
5511900,228,967,25
99876000,725,492,280
2811200,251,35,320
136208592,754,386,468
68244384,447,416,367
987075,321,5,615
281064245,665,847,499
5956416,648,766,12
100135500,831,250,482
13429920,840,571,28
157447872,452,984,354
159945816,267,727,824
39916212,301,258,514
8568972,711,23,524
141152460,790,307,582
